[ 3048.465053218, [ '/minibee/data', 1, 0.49407887458801, 0.49493345618248, 0.46270295977592 ] ]
[ 3048.497017261, [ '/minibee/data', 2, 0.4884629547596, 0.49700891971588, 0.46746429800987 ] ]
[ 3048.548876188, [ '/minibee/data', 1, 0.48943963646889, 0.49810767173767, 0.47112685441971 ] ]
[ 3048.560878616, [ '/minibee/data', 2, 0.48431205749512, 0.50067144632339, 0.47503358125687 ] ]
[ 3048.603474804, [ '/minibee/data', 1, 0.48907336592674, 0.49993896484375, 0.47137102484703 ] ]
[ 3048.624524801, [ '/minibee/data', 2, 0.48528873920441, 0.50189232826233, 0.47271394729614 ] ]
[ 3048.655641351, [ '/minibee/data', 1, 0.4862654209137, 0.50030523538589, 0.47820779681206 ] ]
[ 3048.687092374, [ '/minibee/data', 2, 0.48541080951691, 0.49847394227982, 0.46563300490379 ] ]
[ 3048.718876794, [ '/minibee/data', 1, 0.48882919549942, 0.49908435344696, 0.46746429800987 ] ]
[ 3048.750905009, [ '/minibee/data', 2, 0.48431205749512, 0.50115978717804, 0.46050542593002 ] ]
[ 3048.813144567, [ '/minibee/data', 2, 0.48956170678139, 0.50018310546875, 0.47320228815079 ] ]
[ 3048.885504544, [ '/minibee/data', 2, 0.49212551116943, 0.50970578193665, 0.47991698980331 ] ]
[ 3048.886649992, [ '/minibee/data', 1, 0.49554389715195, 0.49249175190926, 0.47161519527435 ] ]
[ 3048.959440508, [ '/minibee/data', 2, 0.48882919549942, 0.50213646888733, 0.46892932057381 ] ]
[ 3049.022622832, [ '/minibee/data', 2, 0.48821878433228, 0.49798560142517, 0.46880722045898 ] ]
[ 3049.084786514, [ '/minibee/data', 2, 0.48602125048637, 0.50616532564163, 0.46599927544594 ] ]
[ 3049.157618145, [ '/minibee/data', 2, 0.48382371664047, 0.48467829823494, 0.47088268399239 ] ]
[ 3049.220755184, [ '/minibee/data', 2, 0.48235869407654, 0.5048223733902, 0.46697595715523 ] ]
[ 3049.283350712, [ '/minibee/data', 1, 0.49224758148193, 0.49554389715195, 0.48187035322189 ] ]
[ 3049.294676028, [ '/minibee/data', 2, 0.48650959134102, 0.50994992256165, 0.47894030809402 ] ]
[ 3049.377549288, [ '/minibee/data', 2, 0.48455622792244, 0.51690882444382, 0.47857403755188 ] ]
[ 3049.603819139, [ '/minibee/data', 2, 0.4884629547596, 0.52496641874313, 0.45989501476288 ] ]
[ 3049.6459302, [ '/minibee/data', 2, 0.49578806757927, 0.52105969190598, 0.46197044849396 ] ]
[ 3049.698106429, [ '/minibee/data', 2, 0.4950555562973, 0.51837384700775, 0.47137102484703 ] ]
[ 3049.709546245, [ '/minibee/data', 1, 0.49810767173767, 0.48345744609833, 0.46722012758255 ] ]
[ 3049.762598396, [ '/minibee/data', 2, 0.49236968159676, 0.52081555128098, 0.4722256064415 ] ]
[ 3049.7742156, [ '/minibee/data', 1, 0.49774143099785, 0.48223659396172, 0.472103536129 ] ]
[ 3049.846645057, [ '/minibee/data', 2, 0.48943963646889, 0.5189842581749, 0.46795263886452 ] ]
[ 3049.847840262, [ '/minibee/data', 1, 0.50018310546875, 0.48699793219566, 0.47369062900543 ] ]
[ 3049.904399062, [ '/minibee/data', 2, 0.48650959134102, 0.50726407766342, 0.46441215276718 ] ]
[ 3049.906065245, [ '/minibee/data', 1, 0.49468928575516, 0.48650959134102, 0.46917349100113 ] ]
[ 3049.968434717, [ '/minibee/data', 2, 0.48443412780762, 0.51336830854416, 0.46636551618576 ] ]
[ 3049.969743849, [ '/minibee/data', 1, 0.48748627305031, 0.49468928575516, 0.46209254860878 ] ]
[ 3050.032427781, [ '/minibee/data', 1, 0.49236968159676, 0.4950555562973, 0.46282505989075 ] ]
[ 3050.094830169, [ '/minibee/data', 1, 0.48724210262299, 0.48699793219566, 0.47625443339348 ] ]
[ 3050.268753896, [ '/minibee/data', 1, 0.48785251379013, 0.48895129561424, 0.47906237840652 ] ]
[ 3050.316280592, [ '/minibee/data', 1, 0.48931753635406, 0.48712000250816, 0.48077157139778 ] ]
[ 3050.510801, [ '/minibee/data', 1, 0.48504456877708, 0.49005004763603, 0.47478941082954 ] ]
[ 3050.592250949, [ '/minibee/data', 1, 0.48125991225243, 0.49334636330605, 0.47796362638474 ] ]
[ 3050.755564937, [ '/minibee/data', 1, 0.48309120535851, 0.490782558918, 0.47076058387756 ] ]
[ 3050.797132692, [ '/minibee/data', 1, 0.48834085464478, 0.48321327567101, 0.47149309515953 ] ]
