[ 7628.405492212, [ '/minibee/data', 1, 0.47259187698364, 0.51165914535522, 0.49896228313446 ] ]
[ 7628.452261803, [ '/minibee/data', 1, 0.4744231402874, 0.51007205247879, 0.50408983230591 ] ]
[ 7628.50476368, [ '/minibee/data', 1, 0.47478941082954, 0.50311315059662, 0.50616532564163 ] ]
[ 7628.506057842, [ '/minibee/data', 2, 0.48260286450386, 0.52289098501205, 0.49053838849068 ] ]
[ 7628.558303893, [ '/minibee/data', 2, 0.48040533065796, 0.52191430330276, 0.49127089977264 ] ]
[ 7628.585914998, [ '/minibee/data', 1, 0.47539982199669, 0.51458919048309, 0.50543278455734 ] ]
[ 7628.760874456, [ '/minibee/data', 2, 0.47601026296616, 0.5233793258667, 0.48589915037155 ] ]
[ 7628.82405664, [ '/minibee/data', 2, 0.47637650370598, 0.52264678478241, 0.48895129561424 ] ]
[ 7629.02014124, [ '/minibee/data', 1, 0.47246977686882, 0.50567698478699, 0.50994992256165 ] ]
[ 7629.049493431, [ '/minibee/data', 2, 0.47710901498795, 0.51996093988419, 0.4885850250721 ] ]
[ 7629.081282269, [ '/minibee/data', 1, 0.47124892473221, 0.50018310546875, 0.51104873418808 ] ]
[ 7629.113774114, [ '/minibee/data', 2, 0.4744231402874, 0.51519960165024, 0.49102672934532 ] ]
[ 7629.146083045, [ '/minibee/data', 1, 0.4722256064415, 0.50054937601089, 0.5093395113945 ] ]
[ 7629.178149674, [ '/minibee/data', 2, 0.47271394729614, 0.5134904384613, 0.48931753635406 ] ]
[ 7629.190426512, [ '/minibee/data', 1, 0.47381272912025, 0.50006103515625, 0.50872910022736 ] ]
[ 7629.252299043, [ '/minibee/data', 2, 0.47173726558685, 0.51422291994095, 0.48773044347763 ] ]
[ 7629.254270247, [ '/minibee/data', 1, 0.46929556131363, 0.50079357624054, 0.50970578193665 ] ]
[ 7629.306082396, [ '/minibee/data', 2, 0.47051641345024, 0.51019412279129, 0.4884629547596 ] ]
[ 7629.317694985, [ '/minibee/data', 1, 0.46966183185577, 0.49395677447319, 0.50970578193665 ] ]
[ 7629.369934243, [ '/minibee/data', 2, 0.47149309515953, 0.51434499025345, 0.48956170678139 ] ]
[ 7629.412579103, [ '/minibee/data', 1, 0.47039434313774, 0.49676474928856, 0.50982785224915 ] ]
[ 7629.434266164, [ '/minibee/data', 2, 0.46966183185577, 0.51202541589737, 0.490782558918 ] ]
[ 7629.49710898, [ '/minibee/data', 2, 0.4699060022831, 0.51178121566772, 0.49017214775085 ] ]
[ 7629.559284815, [ '/minibee/data', 2, 0.47283604741096, 0.51519960165024, 0.48919546604156 ] ]
[ 7629.621581875, [ '/minibee/data', 2, 0.47246977686882, 0.51422291994095, 0.48821878433228 ] ]
[ 7629.694370035, [ '/minibee/data', 2, 0.4722256064415, 0.51422291994095, 0.48809668421745 ] ]
[ 7629.756682413, [ '/minibee/data', 2, 0.46966183185577, 0.51239162683487, 0.48968380689621 ] ]
[ 7629.829257433, [ '/minibee/data', 2, 0.47088268399239, 0.51226955652237, 0.49041631817818 ] ]
[ 7629.901553255, [ '/minibee/data', 2, 0.4700280725956, 0.509461581707, 0.48992797732353 ] ]
[ 7630.196645317, [ '/minibee/data', 1, 0.47344645857811, 0.49713099002838, 0.50885117053986 ] ]
[ 7630.23858931, [ '/minibee/data', 1, 0.47173726558685, 0.49090465903282, 0.50970578193665 ] ]
[ 7630.301707836, [ '/minibee/data', 1, 0.47076058387756, 0.49017214775085, 0.51068246364594 ] ]
[ 7630.363991526, [ '/minibee/data', 1, 0.47454524040222, 0.49127089977264, 0.50982785224915 ] ]
[ 7630.436602691, [ '/minibee/data', 1, 0.47320228815079, 0.49273592233658, 0.50897324085236 ] ]
[ 7630.937663238, [ '/minibee/data', 1, 0.47320228815079, 0.48870712518692, 0.51141494512558 ] ]
[ 7631.000319803, [ '/minibee/data', 1, 0.47527775168419, 0.49566596746445, 0.51080453395844 ] ]
[ 7631.029129706, [ '/minibee/data', 2, 0.47198143601418, 0.51056039333344, 0.49359053373337 ] ]
[ 7631.061794263, [ '/minibee/data', 1, 0.47246977686882, 0.49249175190926, 0.51117080450058 ] ]
[ 7631.113744613, [ '/minibee/data', 1, 0.47417896986008, 0.49420094490051, 0.51068246364594 ] ]
[ 7631.145531229, [ '/minibee/data', 2, 0.47124892473221, 0.51007205247879, 0.49249175190926 ] ]
[ 7631.177297454, [ '/minibee/data', 1, 0.47332438826561, 0.49444511532784, 0.51178121566772 ] ]
[ 7631.208975272, [ '/minibee/data', 2, 0.46844097971916, 0.51117080450058, 0.49273592233658 ] ]
[ 7631.241035031, [ '/minibee/data', 1, 0.47039434313774, 0.49236968159676, 0.51141494512558 ] ]
