[ 4874.541567778, [ '/minibee/data', 1, 0.48748627305031, 0.50250273942947, 0.472103536129 ] ]
[ 4874.553648907, [ '/minibee/data', 2, 0.4810157418251, 0.48956170678139, 0.4744231402874 ] ]
[ 4874.596447127, [ '/minibee/data', 1, 0.4862654209137, 0.50396776199341, 0.47149309515953 ] ]
[ 4874.618475063, [ '/minibee/data', 2, 0.47991698980331, 0.48919546604156, 0.47344645857811 ] ]
[ 4874.66312006, [ '/minibee/data', 1, 0.48589915037155, 0.50421196222305, 0.46929556131363 ] ]
[ 4874.684730718, [ '/minibee/data', 2, 0.4786961376667, 0.48834085464478, 0.47234770655632 ] ]
[ 4874.72668051, [ '/minibee/data', 1, 0.48589915037155, 0.50372362136841, 0.46917349100113 ] ]
[ 4874.748336908, [ '/minibee/data', 2, 0.4788182079792, 0.49005004763603, 0.47320228815079 ] ]
[ 4874.790309692, [ '/minibee/data', 1, 0.48614332079887, 0.50274693965912, 0.47112685441971 ] ]
[ 4874.811847542, [ '/minibee/data', 2, 0.47991698980331, 0.49029421806335, 0.47393479943275 ] ]
[ 4874.853806508, [ '/minibee/data', 1, 0.48577708005905, 0.50347942113876, 0.47088268399239 ] ]
[ 4874.87553007, [ '/minibee/data', 2, 0.47930654883385, 0.48943963646889, 0.47283604741096 ] ]
[ 4874.918372459, [ '/minibee/data', 1, 0.48724210262299, 0.50103771686554, 0.47246977686882 ] ]
[ 4874.94008015, [ '/minibee/data', 2, 0.48064950108528, 0.49200341105461, 0.47515565156937 ] ]
[ 4874.982018826, [ '/minibee/data', 1, 0.48773044347763, 0.50274693965912, 0.46831887960434 ] ]
[ 4875.003577357, [ '/minibee/data', 2, 0.48028323054314, 0.49041631817818, 0.47271394729614 ] ]
[ 4875.04589292, [ '/minibee/data', 1, 0.4862654209137, 0.50115978717804, 0.47124892473221 ] ]
[ 4875.068614974, [ '/minibee/data', 2, 0.47991698980331, 0.48956170678139, 0.47283604741096 ] ]
[ 4875.110602359, [ '/minibee/data', 1, 0.48712000250816, 0.50091564655304, 0.47088268399239 ] ]
