[ 12675.551168183, [ '/minibee/data', 1, 0.49053838849068, 0.48736417293549, 0.51507753133774 ] ]
[ 12675.694528201, [ '/minibee/data', 1, 0.48333537578583, 0.48528873920441, 0.51605421304703 ] ]
[ 12675.75685702, [ '/minibee/data', 1, 0.47942864894867, 0.48699793219566, 0.51312416791916 ] ]
[ 12675.819400655, [ '/minibee/data', 1, 0.4786961376667, 0.48736417293549, 0.51446712017059 ] ]
[ 12675.891752813, [ '/minibee/data', 1, 0.48016116023064, 0.48821878433228, 0.51739716529846 ] ]
[ 12675.954072232, [ '/minibee/data', 1, 0.48138201236725, 0.48199242353439, 0.51678669452667 ] ]
[ 12676.016511435, [ '/minibee/data', 1, 0.4788182079792, 0.49407887458801, 0.51605421304703 ] ]
[ 12676.079043143, [ '/minibee/data', 1, 0.47796362638474, 0.48589915037155, 0.51568794250488 ] ]
[ 12676.138159904, [ '/minibee/data', 1, 0.47723111510277, 0.48675376176834, 0.51556587219238 ] ]
[ 12676.201750673, [ '/minibee/data', 1, 0.47710901498795, 0.48553290963173, 0.51593214273453 ] ]
[ 12676.265670799, [ '/minibee/data', 1, 0.47942864894867, 0.48650959134102, 0.51800757646561 ] ]
[ 12676.317722509, [ '/minibee/data', 1, 0.47942864894867, 0.48541080951691, 0.51519960165024 ] ]
[ 12676.380104472, [ '/minibee/data', 1, 0.4766206741333, 0.48467829823494, 0.51727503538132 ] ]
[ 12676.442431324, [ '/minibee/data', 1, 0.48016116023064, 0.48504456877708, 0.51605421304703 ] ]
[ 12676.514985889, [ '/minibee/data', 1, 0.47991698980331, 0.48418995738029, 0.51556587219238 ] ]
[ 12676.577256524, [ '/minibee/data', 1, 0.47771945595741, 0.48394578695297, 0.51324623823166 ] ]
[ 12676.639729447, [ '/minibee/data', 1, 0.47808569669724, 0.48492246866226, 0.51410084962845 ] ]
[ 12676.702139166, [ '/minibee/data', 1, 0.48003906011581, 0.48565497994423, 0.51629835367203 ] ]
[ 12676.764372083, [ '/minibee/data', 1, 0.47845196723938, 0.48455622792244, 0.51629835367203 ] ]
